,PRODUCT,NAME,CATEGORY_ID,BRAND_ID,CATEGORY_NAME,BRAND_NAME,TYPE,SUBJECT,TEXT,POSTED_DATE,RATING,BENEFITS,DRAWBACKS,RECOMMENDED,LIKES_COUNT,DISLIKES_COUNT
12,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Выбирал себе морозильную камеру в студию. Почитав другие отзывы, решил не экономить, и взять Либхер.  Не сказал бы, что совсем бесшумный. Но работает действительно тише, чем мини-холодильник с капельной системой. У этой морозильной камеры есть задний радиатор, а компрессор ОТКРЫТ, т.е. к нему есть свободный приток воздуха.  Сборка - добротная. Внутри удобные полочки - можно вытащить ящик и поставить баранью ногу, например.  Немного разочаровало, что не показывает реальную температуру внутри. Доступны только пять настроек (-15, -18, -22, -27, -32 градуса). Если температура внутри выше выставленной, индикатор будет мигать, пока температура не выровняется. Не критично, я выставил -18. Пятилитровую бутылку с водой заморозил меньше, чем за 6 часов.  Разморозка - вручную. За такие деньги можно было бы и No Frost сделать.  Надеюсь, оправдает свои стоимость надёжностью.",17.01.2017,4.3,Экранчик с отображением настройки. Его яркость регулируется. Удобные полки. Лёгкий - просто перемещать даже одному. Хорошо морозит. Быстро.,"Нет внутренней подсветки. На экранчике видна не актуальная температура, а выставленные настройки. Компрессор открыт - шумность могла бы быть и поменьше, если бы его закрыли. Нет специальной полочки для пельменей/льда. Ручная разморозка.",0,3,1
13,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Данную морозильную камеру купили 1,5 недели назад. Удобные настройки на передней панели. Включили и оставили остужаться до -18, продукты клала свежие вместе с замороженными, за ночь свежие не проморозились и убавили до -21, что и осталось рабочей температурой. Работает не громче ноутбука. Приличный объем для хранения.",30.12.2016,4.3,,,0,3,1
14,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Морозилку заказал полгода назад через интернет-магазин с доп. скидкой по WEB-заказам 2 т.р. Очень компактна, разместил в коридоре - вписалась идеально. Работает тихо. Дизайн и сборка на высоком уровне. Ящики вместительны. Есть режим быстрой заморозки (помогает не потерять витамины при заморозке ягод и овощей). Рекомендую.",18.12.2016,5.0,"Компактная, тихая, удобна в эксплуатации",Пока не обнаружил,0,2,0
15,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"удобно, не большие габариты, тихая - рекомендую",24.10.2016,4.0,,,0,1,1
16,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Хочу изменить своё мнение и отзыв. На самом деле со временем шум не замечаешь, выставила по уровню и поставила на антивибрационне подставки. Послышнее, чем обычный холодильник, но за год использования, я уже не замечаю и не слышу его ни ночью ни днём. Качество отличное, рекомендую.",12.10.2016,5.0,,,0,3,0
17,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Морозилкой доволен как слон! Лучший вариант за эту цену 15,5 т.р. (скидка 2,5 т.р. по акции плюс нашел на просторах интернета промокод на 500 руб. ). После прочтения отзывов были сомнения по поводу тишины работы (мнения были прямо противоположные), однако после приобретения девайса все сомнения отпали, работает бесшумно. Сборка качественная, удобные вместительные ящики, которые можно убрать и хранить продукты на стеклянных полках.",08.10.2016,5.0,,,0,4,2
18,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Приобрела данную модель 2 месяца назад. В целом довольна, ящики довольно вместительны. Стоит в кладовке рядом со спальней, работает абсолютно беззвучно. Легко сама установила нужную мне температуру и режим. Единственный минус для меня - это то, что глубина оказалась больше чем  указано на сайте за счет установленных сзади упоров.",04.10.2016,4.0,,,0,2,0
19,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Доброе время суток всем читающим мой отзыв! Морозильной камерой очень довольны, хотя и сомневались в модели. Смущало наличие всего трех ящиков, но устраивала ее цена, да и на момент приобретения на данную модель была скидка. Теперь о плюсах. Несмотря на маленький размер морозильной камеры ящики в ней очень вместительные. Работает очень тихо, хотя до приобретения читала в отзывах о шумной работе двигателя, ничего подобного. Иногда подходим и слушаем работает ли она вообще) И еще хочу обратить внимание на отсутствие выпуклой ручки на данной модели, на наш взгляд это очень удобно. Очень довольны, рекомендуем эту модель. Удачного всем выбора.",30.09.2016,5.0,,,0,2,0
20,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Очень довольны покупкой! Удобная,стильная и компактная морозильная камера! Очень тихая!",10.09.2016,5.0,,,0,2,3
21,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Купили через интернет магазин, быстро доставили. Компактная морозильная камера, быстро замораживает овощи и ягоды. Тихо работает, очень порадовала покупка! Спасибо М-видео!",10.09.2016,5.0,,,0,2,2
22,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Заказ делали через интернет, о марке даже не думали,так как холодильник дома есть тоже Liebherr широкий и мало...Начиталась отзывов и немножко волновалась насчет шума, т.к наш холодильник бесшумный и думала,что все они такие, и не разочаровалась!! Ее вообще не слышно,кондиционер в сравнение с морозилкой более шумный.Понравилась акция в М-видео скидка и бесплатная доставка.Марку знали и в очередной раз не подвела! Не знаю,какой может быть шум? Сразу же заполнили мясом полностью,без суперзаморозки все хорошо заморозилось. Рекомендую и советую берите     не пожалеете.",05.09.2016,5.0,,,0,1,2
23,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Морозильную камеру купили в начале августа (в морозильнике от холодильника уже не хватает места). Долго выбирали среди многообразия моделей, остановились на этой модели - устроили и размеры, и цена. Заказали в интернет-магазине, оплатили в магазине, привезли домой (достаточно быстро - ждали недолго). В морозильнике 3 ящика, работает бесшумно. Пластик хороший, без запаха. Рекомендую всем.",04.09.2016,5.0,,,0,1,1
24,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Выбирали морозильник среди множества моделей разных производителей, но выбор пал именно на Либхер G1213-20. Прельстило: хорошие отзывы о нем; стильный дизайн и красивый внешний вид; эргономичность (удобство в использовании); тихий при работе; разница в полезном объёме морозильной камеры и общим объёмом минимальна - всего 3 литра (98 л. из 101 л.) против разницы в 10-16 литров у моделей других производителей (например, 83 полезных из 96 общих литров). Итак, что мы имеем? Это первая модель кухонной техники данного производителя, которую мы приобрели. Были сомнения, но они быстро развеялись - морозильник оказался очень стильним, эргономичным, с удобным и интуинтивно понятным электронным управлением. Ручка дверцы располагается горизонтально сверху  дверцы и не выпирает (нельзя задеть её ногой и оторвать, как это происходит у других моделей морозильников).  Сама дверца не шатается, прилегает плотно и открывается направо (при желании петли можно перевесить на другую сторону). Внутри морозильника имеются три выдвижных ящика из прочного прозрачного пластика (очень удобно - видно что и где лежит). Ящики очень объёмные и морозилка вместила практически все продукты из большой морозильной камеры  холодильника. В случае необходимости положить в морозилку огромные части туши, полки можно вытащить, а саму тушу можно разместить прямо на стеклянных полках. Помимо традиционных температурных режимов для заморозки и хранения продуктов морозильник имеет режим суперзаморозки (-32С). При работающем компрессоре морозильник практически не шумит.  Приобретением довольны и желаем всем удачной покупки!",30.07.2016,5.0,,,0,6,3
25,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Тоже заказала через интернет магазин не видев морозилку вживую,   и была приятно удивлена скидкой при оплате банковской картой и бесплатной доставкой до квартиры. И вот увидев ее немножко расстроилась думала чуть побольше, но у нее столько плюсов и самый главный защита от детей (можно заблокировать кнопки), также конечно температура  до -32.  Сначала поставили на температуру -25 было немножко шумновато, но изменив до -15 она стала бесшумной, можно убирать ящики и останется просто стеклянная полка это тоже очень удобно. Замечательная вещь!!!",26.07.2016,5.0,,,0,2,0
26,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Морозилочка хорошая, удобная, сделана качественно, но есть один большой минус - шумный компрессор. Работает действительно как старый советский холодильник. Так что если в жилую комнату ставить будете - не берите.",28.06.2016,4.0,,,0,2,1
27,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Покупала в 2014 году маме к дню рождения - довольна как слон :) До сих пор пользуется, все работает, все хорошо. Очень приятный дизайн, идеально вписалась в интерьер кухни, встав в один уровень по высоте со столом. Простой и понятный регулятор настроек. И конечно же, достаточное количество экстра морозильного места в добавок к обычному холодильнику. Кстати, прошло 2 года, но все ящики и ручки целы, ничего не сломалось и не треснуло, хотя пользуемся активно.",03.06.2016,5.0,,,0,6,3
28,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"За такую цену просто отличная морозилка, лучшее предложение на рынке!!!",28.05.2016,5.0,,,0,3,9
29,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Заказывал в интернет магазине,забирал самовывозом. Правда оказалось что остался только витринный экземпляр. Но минусов в этом тоже нет. Камера  не была даже поцарапана! И при этом получил еще скидку.Работает отлично.Ящики вместительные. Если мало этого, можно вынуть их и класть все на стеклянные полки. По поводу шума сказать сложно. Тут каждому своё. Как по мне работает тихо.",22.05.2016,5.0,,,0,6,3
30,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Купили почти год назад. Очень довольны! Перед ним покупали и были возвращены в магазины примерные его аналоги российской сборки. Быстро набирает холод, работает тихо. Спасибо М-Видео за разные акции, позволяющие покупать хорошую технику по доступным ценам!",12.05.2016,5.0,,,0,6,3
31,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Купила перед летним  ягодно-грибным сезоном. Отличный вид, не шумит, вместительная, экономит энергию.",27.04.2016,5.0,,,0,6,3
32,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Купили морозильную камеру через интернет-магазин, доставили быстро, вовремя, очень хорошо упакована. Сама камера понравилась, сделана добротно, аккуратная, понравился верх - прочный, можно использовать как столик. 4 звезды поставила за то, что шумновата, когда набирает холод. Но если стоит не в  спальне, то  это не критично.",12.03.2016,4.0,,,0,5,2
33,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Шумноват, двухметровый мой холодильник Аристон и тот тише 10 летний. Не ставьте где его будет слышно. Плюс болгары,где собирается, умудрились опоры двери 1 из 2  криво закрутить. И теперь винт кривой не выкрутить не закрутить!",31.01.2016,3.0,,,0,2,3
34,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"ШУМНЫЙ!!! Как холодильник ЗИЛ из 50 годов прошлого столетия.Товарец  низкого качества,тому подтверждение мои приобретения,",24.11.2015,1.0,,,0,8,15
35,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"стоит уже две недели. радует глаз))) по сравнению с холодильником Бош, шумная.",21.11.2015,4.0,,,0,8,5
36,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Купила морозильную камеру liebherr почти месяц назад, очень вместительная, большое количество овощей поместилось, при этом сама она много места не занимает, тихая, почти не шумит, покупкой очень довольна и урожай с садового участка сохраню в этом году.",14.10.2015,5.0,,,0,4,3
37,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Приобрела Морозильную Liebherr-g-1213-20 в августе. Пользуюсь уже неделю. Модель простая в обращении, вместительная, эстетичная, не шумная, морозит быстро, цена=качество. Покупкой я очень довольна!!!",09.09.2015,5.0,,,0,7,6
38,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Очень шумная, гудит. Все выставлено по уровню, и с момента покупки прошло уже 2 недели. Стоит на кухне, но слышно как гудит даже в комнате. Честно говоря читала отзывы про шум и не верила, фирма хорошая, отзывы тоже в большинстве хорошие. Может зависит от сборки, у меня Болгария, но я слышала есть еще и Германия.  По качеству пластмассы и свойствам заморозки нареканий нет.",07.09.2015,2.0,,,0,9,8
39,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"В целом неплохая морозильная камера. Корпус, компрессор, уплотнители внутри и ящики - сделаны на отлично, не придерёшся. Функции свои выполняет...  Недостаток - шумная. У меня однокомнатная квартира хотел поставить в зале, пришлось отказаться от этой идеи, стоит в коридоре. К сожалению доказать что шум превышает 43 децибелла, очень и очень проблематично... Вернуть работающую морозильную камеру в магазин по закону ""прав потребителей""  нельзя, не верьте продавцам. Если только само руководство магазина пойдёт Вам на встречу.   Когда включил первый раз - работала как трактор, я был  в шоке. Потом подумал про транспортировочные болты, на следующий день нашёл их и выкрутил. Стала работать немного мягче. Звук стал более низкочастотным и не так стал заметен. Но осталась сильная вибрация, которая по полу передаётся почти на всю квартиру - у меня деревянные полы ДСП на лагах+линолеум. Если у вас бетонные полы то результат будет получше. Установкой антивибрационных прокладок под ножки морозильной камеры ещё больше поможет делу... И  так далее...  Есть мнение что компрессоры для Liebherr либо работают сразу бесшумно, либо тарахтят - на какой попадёшь... брак или качественный. Я родителям купил холодильник  Liebherr - работает бесшумно.",31.07.2015,3.0,,,0,24,14
40,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Цена оправдывает качество. Не шумная, ящики вместительные,  морозит очень хорошо и быстро, легка в эксплуатации. Покупкой довольна на все 100%.",12.07.2015,5.0,,,0,6,7
41,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Морозильную камеру покупали родителям. Они на зиму много замораживают ягод, грибов. Первая покупка оказалась не очень удачная - морозилка работала не переставая, ремонт не помог, пришлось менять. Сейчас работает без перебоев. Правда сказать, что работает тихо - нельзя. Но если стоит не рядом с кроватью, то нормально)))",12.07.2015,5.0,,,0,4,5
42,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"У нас дома холодильник Liebherr, понадобилась отдельно морозильная камера. Мы уже знали, что будем брать тоже только Liebherr. По холодильнику нареканий вообще никогда не возникало. В итоге купили, и оказались правы. Отличная морозилка, забили ее доверху продуктами)) Морозит хорошо, работает бесшумно. Один раз на панели задаете настройки и все. Качество пластика хорошее, читала, что он ударопрочный. Так, что при мытье морозилки разбить ничего не получится))) Рекомендую хорошую морозилку по доступной цене. Нашей семье нравится. Фирма в очередной раз не подвела!",05.07.2015,5.0,,,0,8,10
43,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Я,не ожидал , что такая морозильная камера просто шикарная. Вместительная , морозит отлично.Работает тихо , что приходится прислушиваться работает или нет.Качество ящиков шикарное,на первый взгляд вроде хлиплые , но в процессе эксплуатации нет слов .Настройки напонели простые и удобные. Я очень доволен своим приобретением.",16.06.2015,5.0,,,0,8,5
44,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Хорошая вместительная  камера, работает достаточно тихо, продукты замораживает быстро. Покупкой довольна, пока минусов не нашла.",26.05.2015,5.0,,,0,7,24
45,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Купили в декабре 2014г. Вместительная и небольшая по габаритам, с прочными выдвижными ящиками для хранения . Работает тихо,пока довольна.",14.01.2015,5.0,,,0,6,4
46,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"С самого первого включения работает очень громко, намного громче старого холодильника! Ужас! Реально мешает спать, даже не знаю. Причем работает на стандартном режиме -18*, заложила ее уже замороженными продуктами, режим супер заморозки даже не включала.   К внешнему виду, качеству сборки, запаху и т.п. нареканий нет.",10.11.2014,3.0,,,0,11,12
47,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Вместительная  и небольшая по габаритам, с прочными выдвижными ящиками для хранения . Работает очень тихо, не дребезжит.Пластмассой, как от некоторых морозилок вообще не пахнет. Очень быстро замораживает продукты - это и есть самое главное. Плохого нечего сказать. Если будем покупать себе морозильную камеру, то только liebherr",09.11.2014,5.0,,,0,7,8
48,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"К качеству сборки нареканий нет. Работает, морозит. Пока что единственный минус - шум, который значительно превышает шум работающего рядом старого холодильника.",31.07.2014,4.0,,,0,12,9
49,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Вместительная, компактная, сборка Болгария, что порадовало. Очень довольны покупкой.",22.06.2014,5.0,,,0,10,7
50,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Долго выбирали морозильную камеру - эта оказалась оптимальна во всем. Используем уже полгода - нареканий нет. Уровень шума средний, не могу сказать, что уж совсем тихо, это все-таки техника, ну как обычный холодильник. Хорошая вместимость. Довольны)",29.11.2013,5.0,,,0,12,9
51,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Долго выбирали, пришли к выводу, лучше заплатить сразу за хорошую вещь, чем потом ремонтировать выбрали эту модель и не пожалели, очень удобное и простое меню есть защита нажатия кнопок от детей, включила днем вообще не услышала шума с открытыми окнами вечером стало заметно журчание но не сильное жить не мешает, два полноценных ящика на верху и один внизу в половину объема верхних, заморозили быстро ягоды и фрукты, пока недостатков не замечено, качественный пластик хорошие резинки на дверце плотно закрывается без усилия не открыть. Удобная ручка дисплей можно регулировать по яркости,",15.08.2013,5.0,,,0,58,55
52,20025017,Морозильная камера Liebherr G 1213-20                                ,4020301,313,FREEZERS                                ,Liebherr        ,review,,"Покупала под заказ из Москвы, привезли быстро через 3дня. Внешний вид понравился, нет выступающей ручки - удобно. Выставляла по уровню перед включением, но все равно шумит, громко. Особенно в сравнении с холодильной камерой Liebherr 1400-10, которая работает вообще почти бесшумно на среднем уровне (из семи на четвертом). Очень грохочет при включении мотора (периодически он выключается). При том, что установлен режим на 18 градусов без глубокой заморозки. А режим глубокой заморозки еще не пробовала включать - может еще сильнее будет грохотать??? Короче холодильник 1400-10 мне очень понравился, а вот морозилка немного разочаровала.",12.06.2013,4.0,,,0,24,23
